,Species1
5276,Acridotheres cinereus
5277,Acridotheres cristatellus
5278,Acridotheres fuscus
5279,Acridotheres ginginianus
5280,Acridotheres grandis
5281,Acridotheres javanicus
5282,Acridotheres leucocephalus
5283,Acridotheres melanopterus
5284,Acridotheres tertius
5285,Acridotheres tricolor
5286,Acridotheres tristis
5287,Agropsar philippensis
5288,Agropsar sturninus
5289,Ampeliceps coronatus
5290,Aplonis atrifusca
5291,Aplonis brunneicapillus
5292,Aplonis cantoroides
5293,Aplonis cinerascens
5294,Aplonis circumscripta
5295,Aplonis crassa
5296,Aplonis dichroa
5297,Aplonis feadensis
5298,Aplonis grandis
5299,Aplonis insularis
5300,Aplonis magna
5301,Aplonis metallica
5302,Aplonis minor
5303,Aplonis mysolensis
5304,Aplonis mystacea
5305,Aplonis opaca
5306,Aplonis panayensis
5307,Aplonis pelzelni
5308,Aplonis santovestris
5309,Aplonis striata
5310,Aplonis tabuensis
5311,Aplonis zelandica
5312,Basilornis celebensis
5313,Basilornis corythaix
5314,Basilornis galeatus
5315,Cinnyricinclus leucogaster
5316,Creatophora cinerea
5317,Enodes erythrophris
5318,Goodfellowia miranda
5319,Gracula indica
5320,Gracula ptilogenys
5321,Gracula religiosa
5322,Gracula robusta
5323,Gracula venerata
5324,Gracupica contra
5325,Gracupica jalla
5326,Gracupica nigricollis
5327,Grafisia torquata
5328,Hartlaubius auratus
5329,Hylopsar cupreocauda
5330,Hylopsar purpureiceps
5331,Lamprotornis acuticaudus
5332,Lamprotornis albicapillus
5333,Lamprotornis australis
5334,Lamprotornis benguelensis
5335,Lamprotornis bicolor
5336,Lamprotornis caudatus
5337,Lamprotornis chalcurus
5338,Lamprotornis chalybaeus
5339,Lamprotornis chloropterus
5340,Lamprotornis fischeri
5341,Lamprotornis hildebrandti
5342,Lamprotornis iris
5343,Lamprotornis mevesii
5344,Lamprotornis nitens
5345,Lamprotornis ornatus
5346,Lamprotornis pulcher
5347,Lamprotornis purpureus
5348,Lamprotornis purpuroptera
5349,Lamprotornis regius
5350,Lamprotornis shelleyi
5351,Lamprotornis splendidus
5352,Lamprotornis superbus
5353,Lamprotornis unicolor
5354,Lamprotornis violacior
5355,Leucopsar rothschildi
5356,Mino anais
5357,Mino dumontii
5358,Mino kreffti
5359,Neocichla gutturalis
5360,Notopholia corusca
5361,Onychognathus albirostris
5362,Onychognathus blythii
5363,Onychognathus frater
5364,Onychognathus fulgidus
5365,Onychognathus morio
5366,Onychognathus nabouroup
5367,Onychognathus neumanni
5368,Onychognathus salvadorii
5369,Onychognathus tenuirostris
5370,Onychognathus tristramii
5371,Onychognathus walleri
5372,Pastor roseus
5373,Pholia sharpii
5374,Poeoptera femoralis
5375,Poeoptera kenricki
5376,Poeoptera lugubris
5377,Poeoptera stuhlmanni
5378,Rhabdornis grandis
5379,Rhabdornis inornatus
5380,Rhabdornis mystacalis
5381,Rhabdornis rabori
5382,Sarcops calvus
5383,Saroglossa spilopterus
5384,Scissirostrum dubium
5385,Speculipastor bicolor
5386,Spodiopsar cineraceus
5387,Spodiopsar sericeus
5388,Streptocitta albertinae
5389,Streptocitta albicollis
5390,Streptocitta torquata
5391,Sturnia erythropygia
5392,Sturnia malabarica
5393,Sturnia pagodarum
5394,Sturnia sinensis
5395,Sturnornis albofrontatus
5396,Sturnus unicolor
5397,Sturnus vulgaris
5398,Chamaea fasciata
5399,Chleuasicus atrosuperciliaris
5400,Cholornis paradoxus
5401,Cholornis unicolor
5402,Chrysomma altirostre
5403,Chrysomma sinense
5404,Conostoma aemodium
5405,Fulvetta cinereiceps
5406,Fulvetta danisi
5407,Fulvetta formosana
5408,Fulvetta ludlowi
5409,Fulvetta manipurensis
5410,Fulvetta ruficapilla
5411,Fulvetta striaticollis
5412,Fulvetta vinipectus
5413,Lioparus chrysotis
5414,Moupinia poecilotis
5415,Myzornis pyrrhoura
5416,Neosuthora davidiana
5417,Paradoxornis flavirostris
5418,Paradoxornis guttaticollis
5419,Paradoxornis heudei
5420,Parophasma galinieri
5421,Psittiparus bakeri
5422,Psittiparus gularis
5423,Psittiparus margaritae
5424,Psittiparus ruficeps
5425,Rhopophilus albosuperciliaris
5426,Rhopophilus pekinensis
5427,Sinosuthora alphonsiana
5428,Sinosuthora brunnea
5429,Sinosuthora conspicillata
5430,Sinosuthora przewalskii
5431,Sinosuthora ricketti
5432,Sinosuthora webbiana
5433,Sinosuthora zappeyi
5434,Suthora fulvifrons
5435,Suthora nipalensis
5436,Suthora verreauxi
5437,Sylvia abyssinica
5438,Sylvia atricapilla
5439,Sylvia atriceps
5440,Sylvia balearica
5441,Sylvia boehmi
5442,Sylvia borin
5443,Sylvia buryi
5444,Sylvia cantillans
5445,Sylvia communis
5446,Sylvia conspicillata
5447,Sylvia crassirostris
5448,Sylvia curruca
5449,Sylvia deserti
5450,Sylvia deserticola
5451,Sylvia dohrni
5452,Sylvia hortensis
5453,Sylvia layardi
5454,Sylvia leucomelaena
5455,Sylvia lugens
5456,Sylvia melanocephala
5457,Sylvia melanothorax
5458,Sylvia mystacea
5459,Sylvia nana
5460,Sylvia nigricapillus
5461,Sylvia nisoria
5462,Sylvia ruppeli
5463,Sylvia sarda
5464,Sylvia subalpina
5465,Sylvia subcoerulea
5466,Sylvia undata
5467,Teretistris fernandinae
5468,Teretistris fornsi
5469,Akletos goeldii
5470,Akletos melanoceps
5471,Ammonastes pelzelni
5472,Ampelornis griseiceps
5473,Aprositornis disjuncta
5474,Batara cinerea
5475,Biatas nigropectus
5476,Cercomacra brasiliana
5477,Cercomacra carbonaria
5478,Cercomacra cinerascens
5479,Cercomacra ferdinandi
5480,Cercomacra manu
5481,Cercomacra melanaria
5482,Cercomacra nigricans
5483,Cercomacroides fuscicauda
5484,Cercomacroides laeta
5485,Cercomacroides nigrescens
5486,Cercomacroides parkeri
5487,Cercomacroides serva
5488,Cercomacroides tyrannina
5489,Clytoctantes alixii
5490,Clytoctantes atrogularis
5491,Cymbilaimus lineatus
5492,Cymbilaimus sanctaemariae
5493,Dichrozona cincta
5494,Drymophila caudata
5495,Drymophila devillei
5496,Drymophila ferruginea
5497,Drymophila genei
5498,Drymophila hellmayri
5499,Drymophila klagesi
5500,Drymophila malura
5501,Drymophila ochropyga
5502,Drymophila rubricollis
5503,Drymophila squamata
5504,Drymophila striaticeps
5505,Dysithamnus leucostictus
5506,Dysithamnus mentalis
5507,Dysithamnus occidentalis
5508,Dysithamnus plumbeus
5509,Dysithamnus puncticeps
5510,Dysithamnus stictothorax
5511,Dysithamnus striaticeps
5512,Dysithamnus xanthopterus
5513,Epinecrophylla amazonica
5514,Epinecrophylla erythrura
5515,Epinecrophylla fulviventris
5516,Epinecrophylla gutturalis
5517,Epinecrophylla haematonota
5518,Epinecrophylla hoffmannsi
5519,Epinecrophylla leucophthalma
5520,Epinecrophylla ornata
5521,Epinecrophylla spodionota
5522,Euchrepomis callinota
5523,Euchrepomis humeralis
5524,Euchrepomis sharpei
5525,Euchrepomis spodioptila
5526,Formicivora acutirostris
5527,Formicivora erythronotos
5528,Formicivora grantsaui
5529,Formicivora grisea
5530,Formicivora iheringi
5531,Formicivora intermedia
5532,Formicivora melanogaster
5533,Formicivora paludicola
5534,Formicivora rufa
5535,Formicivora serrana
5536,Frederickena unduliger
5537,Frederickena viridis
5538,Gymnocichla nudiceps
5539,Gymnopithys bicolor
5540,Gymnopithys leucaspis
5541,Gymnopithys rufigula
5542,Hafferia fortis
5543,Hafferia immaculata
5544,Hafferia zeledoni
5545,Herpsilochmus atricapillus
5546,Herpsilochmus axillaris
5547,Herpsilochmus dorsimaculatus
5548,Herpsilochmus dugandi
5549,Herpsilochmus gentryi
5550,Herpsilochmus longirostris
5551,Herpsilochmus motacilloides
5552,Herpsilochmus parkeri
5553,Herpsilochmus pectoralis
5554,Herpsilochmus pileatus
5555,Herpsilochmus praedictus
5556,Herpsilochmus roraimae
5557,Herpsilochmus rufimarginatus
5558,Herpsilochmus scapularis
5559,Herpsilochmus sellowi
5560,Herpsilochmus stictocephalus
5561,Herpsilochmus sticturus
5562,Herpsilochmus stotzi
5563,Hylophylax naevioides
5564,Hylophylax naevius
5565,Hylophylax punctulatus
5566,Hypocnemis cantator
5567,Hypocnemis flavescens
5568,Hypocnemis hypoxantha
5569,Hypocnemis ochrogyna
5570,Hypocnemis peruviana
5571,Hypocnemis rondoni
5572,Hypocnemis striata
5573,Hypocnemis subflava
5574,Hypocnemoides maculicauda
5575,Hypocnemoides melanopogon
5576,Hypoedaleus guttatus
5577,Isleria guttata
5578,Isleria hauxwelli
5579,Mackenziaena leachii
5580,Mackenziaena severa
5581,Megastictus margaritatus
5582,Microrhopias quixensis
5583,Myrmeciza longipes
5584,Myrmelastes brunneiceps
5585,Myrmelastes caurensis
5586,Myrmelastes humaythae
5587,Myrmelastes hyperythrus
5588,Myrmelastes leucostigma
5589,Myrmelastes rufifacies
5590,Myrmelastes saturatus
5591,Myrmelastes schistaceus
5592,Myrmoborus leucophrys
5593,Myrmoborus lophotes
5594,Myrmoborus lugubris
5595,Myrmoborus melanurus
5596,Myrmoborus myotherinus
5597,Myrmochanes hemileucus
5598,Myrmoderus eowilsoni
5599,Myrmoderus ferrugineus
5600,Myrmoderus loricatus
5601,Myrmoderus ruficauda
5602,Myrmoderus squamosus
5603,Myrmophylax atrothorax
5604,Myrmorchilus strigilatus
5605,Myrmornis stictoptera
5606,Myrmornis torquata
5607,Myrmotherula ambigua
5608,Myrmotherula assimilis
5609,Myrmotherula axillaris
5610,Myrmotherula behni
5611,Myrmotherula brachyura
5612,Myrmotherula cherriei
5613,Myrmotherula grisea
5614,Myrmotherula ignota
5615,Myrmotherula iheringi
5616,Myrmotherula klagesi
5617,Myrmotherula longicauda
5618,Myrmotherula longipennis
5619,Myrmotherula luctuosa
5620,Myrmotherula menetriesii
5621,Myrmotherula minor
5622,Myrmotherula multostriata
5623,Myrmotherula pacifica
5624,Myrmotherula schisticolor
5625,Myrmotherula sclateri
5626,Myrmotherula snowi
5627,Myrmotherula sunensis
5628,Myrmotherula surinamensis
5629,Myrmotherula unicolor
5630,Myrmotherula urosticta
5631,Neoctantes niger
5632,Oneillornis lunulatus
5633,Oneillornis salvini
5634,Percnostola arenarum
5635,Percnostola rufifrons
5636,Phaenostictus mcleannani
5637,Phlegopsis borbae
5638,Phlegopsis erythroptera
5639,Phlegopsis nigromaculata
5640,Pithys albifrons
5641,Pithys castaneus
5642,Poliocrania exsul
5643,Poliocrania maculifer
5644,Pygiptila stellaris
5645,Pyriglena atra
5646,Pyriglena leuconota
5647,Pyriglena leucoptera
5648,Rhegmatorhina berlepschi
5649,Rhegmatorhina cristata
5650,Rhegmatorhina gymnops
5651,Rhegmatorhina hoffmannsi
5652,Rhegmatorhina melanosticta
5653,Rhopias gularis
5654,Rhopornis ardesiacus
5655,Sakesphorus canadensis
5656,Sakesphorus cristatus
5657,Sakesphorus luctuosus
5658,Sakesphorus pulchellus
5659,Sciaphylax castanea
5660,Sciaphylax hemimelaena
5661,Sclateria naevia
5662,Sipia berlepschi
5663,Sipia laemosticta
5664,Sipia nigricauda
5665,Sipia palliata
5666,Taraba major
5667,Terenura maculata
5668,Terenura sicki
5669,Thamnistes aequatorialis
5670,Thamnistes anabatinus
5671,Thamnomanes ardesiacus
5672,Thamnomanes caesius
5673,Thamnomanes saturninus
5674,Thamnomanes schistogynus
5675,Thamnophilus aethiops
5676,Thamnophilus amazonicus
5677,Thamnophilus ambiguus
5678,Thamnophilus aroyae
5679,Thamnophilus atrinucha
5680,Thamnophilus bernardi
5681,Thamnophilus bridgesi
5682,Thamnophilus caerulescens
5683,Thamnophilus cryptoleucus
5684,Thamnophilus divisorius
5685,Thamnophilus doliatus
5686,Thamnophilus insignis
5687,Thamnophilus melanonotus
5688,Thamnophilus melanothorax
5689,Thamnophilus multistriatus
5690,Thamnophilus murinus
5691,Thamnophilus nigriceps
5692,Thamnophilus nigrocinereus
5693,Thamnophilus palliatus
5694,Thamnophilus pelzelni
5695,Thamnophilus praecox
5696,Thamnophilus punctatus
5697,Thamnophilus ruficapillus
5698,Thamnophilus schistaceus
5699,Thamnophilus shumbae
5700,Thamnophilus stictocephalus
5701,Thamnophilus sticturus
5702,Thamnophilus subfasciatus
5703,Thamnophilus tenuepunctatus
5704,Thamnophilus torquatus
5705,Thamnophilus unicolor
5706,Thamnophilus zarumae
5707,Willisornis nigrigula
5708,Willisornis poecilinotus
5709,Willisornis vidua
5710,Xenornis setifrons
5711,Acanthidops bairdi
5712,Anisognathus flavinucha
5713,Anisognathus igniventris
5714,Anisognathus lacrymosus
5715,Anisognathus lunulatus
5716,Anisognathus melanogenys
5717,Anisognathus notabilis
5718,Anisognathus somptuosus
5719,Asemospiza fuliginosa
5720,Asemospiza obscura
5721,Bangsia arcaei
5722,Bangsia aureocincta
5723,Bangsia edwardsi
5724,Bangsia flavovirens
5725,Bangsia melanochlamys
5726,Bangsia rothschildi
5727,Buthraupis montana
5728,Calochaetes coccineus
5729,Castanozoster thoracicus
5730,Catamblyrhynchus diadema
5731,Catamenia analis
5732,Catamenia homochroa
5733,Catamenia inornata
5734,Certhidea fusca
5735,Certhidea olivacea
5736,Charitospiza eucosma
5737,Chionodacryon speculiferum
5738,Chlorochrysa calliparaea
5739,Chlorochrysa fulgentissima
5740,Chlorochrysa nitidissima
5741,Chlorochrysa phoenicotis
5742,Chlorophanes spiza
5743,Chlorornis riefferii
5744,Chrysocorypha delatrii
5745,Chrysothlypis chrysomelas
5746,Chrysothlypis salmoni
5747,Cissopis leverianus
5748,Cnemathraupis aureodorsalis
5749,Cnemathraupis eximia
5750,Cnemoscopus chrysogaster
5751,Cnemoscopus rubrirostris
5752,Coereba flaveola
5753,Compsothraupis loricata
5754,Conirostrum albifrons
5755,Conirostrum bicolor
5756,Conirostrum binghami
5757,Conirostrum cinereum
5758,Conirostrum ferrugineiventre
5759,Conirostrum fraseri
5760,Conirostrum leucogenys
5761,Conirostrum margaritae
5762,Conirostrum rufum
5763,Conirostrum sitticolor
5764,Conirostrum speciosum
5765,Conirostrum tamarugense
5766,Conothraupis mesoleuca
5767,Conothraupis speculigera
5768,Corydospiza alaudina
5769,Corydospiza carbonaria
5770,Coryphaspiza melanotis
5771,Coryphospingus cucullatus
5772,Coryphospingus pileatus
5773,Creurgops dentatus
5774,Creurgops verticalis
5775,Cyanerpes caeruleus
5776,Cyanerpes cyaneus
5777,Cyanerpes lucidus
5778,Cyanerpes nitidus
5779,Cyanicterus cyanicterus
5780,Cypsnagra hirundinacea
5781,Dacnis albiventris
5782,Dacnis berlepschi
5783,Dacnis cayana
5784,Dacnis egregia
5785,Dacnis flaviventer
5786,Dacnis hartlaubi
5787,Dacnis lineata
5788,Dacnis nigripes
5789,Dacnis venusta
5790,Dacnis viguieri
5791,Diglossa albilatera
5792,Diglossa baritula
5793,Diglossa brunneiventris
5794,Diglossa caerulescens
5795,Diglossa carbonaria
5796,Diglossa cyanea
5797,Diglossa duidae
5798,Diglossa glauca
5799,Diglossa gloriosa
5800,Diglossa gloriosissima
5801,Diglossa humeralis
5802,Diglossa indigotica
5803,Diglossa lafresnayii
5804,Diglossa major
5805,Diglossa mystacalis
5806,Diglossa plumbea
5807,Diglossa sittoides
5808,Diglossa venezuelensis
5809,Diuca diuca
5810,Donacospiza albifrons
5811,Dubusia carrikeri
5812,Dubusia castaneoventris
5813,Dubusia stictocephala
5814,Dubusia taeniata
5815,Emberizoides duidae
5816,Emberizoides herbicola
5817,Emberizoides ypiranganus
5818,Embernagra longicauda
5819,Embernagra platensis
5820,Ephippiospingus dorsalis
5821,Ephippiospingus erythronotus
5822,Eucometis penicillata
5823,Euneornis campestris
5824,Geospiza acutirostris
5825,Geospiza conirostris
5826,Geospiza difficilis
5827,Geospiza fortis
5828,Geospiza fuliginosa
5829,Geospiza heliobates
5830,Geospiza magnirostris
5831,Geospiza pallida
5832,Geospiza parvula
5833,Geospiza pauper
5834,Geospiza propinqua
5835,Geospiza psittacula
5836,Geospiza scandens
5837,Geospiza septentrionalis
5838,Geospizopsis plebejus
5839,Geospizopsis unicolor
5840,Gubernatrix cristata
5841,Haplospiza unicolor
5842,Hemithraupis flavicollis
5843,Hemithraupis guira
5844,Hemithraupis ruficapilla
5845,Heterospingus rubrifrons
5846,Heterospingus xanthopygius
5847,Idiopsar brachyurus
5848,Incaspiza laeta
5849,Incaspiza ortizi
5850,Incaspiza personata
5851,Incaspiza pulchra
5852,Incaspiza watkinsi
5853,Iridophanes pulcherrimus
5854,Iridosornis analis
5855,Iridosornis jelskii
5856,Iridosornis porphyrocephalus
5857,Iridosornis reinhardti
5858,Iridosornis rufivertex
5859,Islerothraupis cristata
5860,Islerothraupis luctuosa
5861,Islerothraupis rufiventer
5862,Kleinothraupis atropileus
5863,Kleinothraupis auricularis
5864,Kleinothraupis calophrys
5865,Kleinothraupis parodii
5866,Kleinothraupis reyi
5867,Lanio aurantius
5868,Lanio fulvus
5869,Lanio leucothorax
5870,Lanio versicolor
5871,Lophospingus griseocristatus
5872,Lophospingus pusillus
5873,Loxigilla barbadensis
5874,Loxigilla noctis
5875,Loxipasser anoxanthus
5876,Maschalethraupis surinama
5877,Melanodera melanodera
5878,Melanodera xanthogramma
5879,Melanospiza bicolor
5880,Melanospiza richardsoni
5881,Microspingus alticola
5882,Microspingus cabanisi
5883,Microspingus cinereus
5884,Microspingus erythrophrys
5885,Microspingus lateralis
5886,Microspingus melanoleucus
5887,Microspingus pectoralis
5888,Microspingus torquatus
5889,Microspingus trifasciatus
5890,Nemosia pileata
5891,Nemosia rourei
5892,Neothraupis fasciata
5893,Nephelornis oneilli
5894,Nesospiza acunhae
5895,Nesospiza questi
5896,Nesospiza wilkinsi
5897,Orchesticus abeillei
5898,Parkerthraustes humeralis
5899,Paroaria baeri
5900,Paroaria capitata
5901,Paroaria coronata
5902,Paroaria dominicana
5903,Paroaria gularis
5904,Paroaria nigrogenis
5905,Phonipara canora
5906,Phrygilus atriceps
5907,Phrygilus gayi
5908,Phrygilus patagonicus
5909,Phrygilus punensis
5910,Piezorina cinerea
5911,Pinaroloxias inornata
5912,Pipraeidea bonariensis
5913,Pipraeidea darwinii
5914,Pipraeidea melanonota
5915,Platyspiza crassirostris
5916,Poospiza baeri
5917,Poospiza boliviana
5918,Poospiza garleppi
5919,Poospiza goeringi
5920,Poospiza hispaniolensis
5921,Poospiza nigrorufa
5922,Poospiza ornata
5923,Poospiza rubecula
5924,Poospiza rufosuperciliaris
5925,Poospiza whitii
5926,Poospizopsis caesar
5927,Poospizopsis hypocondria
5928,Porphyrospiza caerulescens
5929,Pseudosaltator rufiventris
5930,Pseudospingus verticalis
5931,Pseudospingus xanthophthalmus
5932,Pyrrhulagra nigra
5933,Pyrrhulagra portoricensis
5934,Pyrrhulagra taylori
5935,Pyrrhulagra violacea
5936,Ramphocelus bresilius
5937,Ramphocelus carbo
5938,Ramphocelus costaricensis
5939,Ramphocelus dimidiatus
5940,Ramphocelus flammigerus
5941,Ramphocelus icteronotus
5942,Ramphocelus melanogaster
5943,Ramphocelus nigrogularis
5944,Ramphocelus passerinii
5945,Ramphocelus sanguinolentus
5946,Rhodospingus cruentus
5947,Rhopospina fruticeti
5948,Rowettia goughensis
5949,Saltator albicollis
5950,Saltator atriceps
5951,Saltator atricollis
5952,Saltator atripennis
5953,Saltator aurantiirostris
5954,Saltator cinctus
5955,Saltator coerulescens
5956,Saltator fuliginosus
5957,Saltator grandis
5958,Saltator grossus
5959,Saltator maxillosus
5960,Saltator maximus
5961,Saltator multicolor
5962,Saltator nigriceps
5963,Saltator olivascens
5964,Saltator orenocensis
5965,Saltator similis
5966,Saltator striatipectus
5967,Schistochlamys melanopis
5968,Schistochlamys ruficapillus
5969,Sericossypha albocristata
5970,Sicalis auriventris
5971,Sicalis citrina
5972,Sicalis columbiana
5973,Sicalis flaveola
5974,Sicalis lebruni
5975,Sicalis lutea
5976,Sicalis luteocephala
5977,Sicalis luteola
5978,Sicalis mendozae
5979,Sicalis olivascens
5980,Sicalis raimondii
5981,Sicalis taczanowskii
5982,Sicalis uropigyalis
5983,Sphenopsis frontalis
5984,Sphenopsis melanotis
5985,Sphenopsis ochracea
5986,Sphenopsis piurae
5987,Spodiornis rusticus
5988,Sporathraupis cyanocephala
5989,Sporophila albogularis
5990,Sporophila americana
5991,Sporophila angolensis
5992,Sporophila ardesiaca
5993,Sporophila atrirostris
5994,Sporophila beltoni
5995,Sporophila bouvreuil
5996,Sporophila bouvronides
5997,Sporophila caerulescens
5998,Sporophila castaneiventris
5999,Sporophila cinnamomea
6000,Sporophila collaris
6001,Sporophila corvina
6002,Sporophila crassirostris
6003,Sporophila falcirostris
6004,Sporophila fringilloides
6005,Sporophila frontalis
6006,Sporophila funerea
6007,Sporophila hypochroma
6008,Sporophila hypoxantha
6009,Sporophila iberaensis
6010,Sporophila intermedia
6011,Sporophila leucoptera
6012,Sporophila lineola
6013,Sporophila luctuosa
6014,Sporophila maximiliani
6015,Sporophila melanogaster
6016,Sporophila minuta
6017,Sporophila morelleti
6018,Sporophila murallae
6019,Sporophila nigricollis
6020,Sporophila nigrorufa
6021,Sporophila nuttingi
6022,Sporophila ophthalmica
6023,Sporophila palustris
6024,Sporophila peruviana
