"Species","Results"
"Baeopogon clamans","0"
"Baeopogon indicator","0"
"Bleda canicapillus","0"
"Bleda eximius","0"
"Bleda notatus","0"
"Bleda syndactylus","0"
"Bleda ugandae","0"
"Brachypodius atriceps","0"
"Brachypodius fuscoflavescens","0"
"Brachypodius priocephalus","0"
"Calyptocichla serinus","0"
"Chlorocichla falkensteini","0"
"Chlorocichla flaviventris","0"
"Chlorocichla laetissima","0"
"Chlorocichla prigoginei","0"
"Chlorocichla simplex","0"
"Criniger barbatus","0"
"Criniger calurus","0"
"Criniger chloronotus","0"
"Criniger ndussumensis","0"
"Criniger olivaceus","0"
"Euptilotus eutilotus","0"
"Eurillas ansorgei","0"
"Eurillas curvirostris","0"
"Eurillas gracilis","0"
"Eurillas latirostris","0"
"Eurillas virens","0"
"Hemixos castanonotus","0"
"Hemixos cinereus","0"
"Hemixos connectens","0"
"Hemixos flavala","0"
"Hemixos leucogrammicus","0"
"Hypsipetes affinis","0"
"Hypsipetes amaurotis","2"
"Hypsipetes aureus","0"
"Hypsipetes borbonicus","0"
"Hypsipetes catarmanensis","0"
"Hypsipetes chloris","0"
"Hypsipetes crassirostris","0"
"Hypsipetes everetti","0"
"Hypsipetes ganeesa","0"
"Hypsipetes harterti","0"
"Hypsipetes haynaldi","0"
"Hypsipetes leucocephalus","0"
"Hypsipetes longirostris","0"
"Hypsipetes lucasi","0"
"Hypsipetes madagascariensis","0"
"Hypsipetes moheliensis","0"
"Hypsipetes mysticalis","0"
"Hypsipetes olivaceus","0"
"Hypsipetes parvirostris","0"
"Hypsipetes philippinus","0"
"Hypsipetes platenae","0"
"Hypsipetes rufigularis","0"
"Hypsipetes siquijorensis","0"
"Hypsipetes thompsoni","0"
"Iole charlottae","0"
"Iole finschii","0"
"Iole palawanensis","0"
"Iole propinqua","0"
"Iole viridescens","0"
"Ixidia cyaniventris","0"
"Ixidia erythropthalmos","0"
"Ixidia squamata","0"
"Ixonotus guttatus","0"
"Ixos malaccensis","0"
"Ixos mcclellandii","0"
"Ixos nicobariensis","0"
"Ixos sumatranus","0"
"Ixos virescens","0"
"Microtarsus melanoleucos","0"
"Neolestes torquatus","0"
"Nok hualon","0"
"Phyllastrephus albigula","0"
"Phyllastrephus albigularis","0"
"Phyllastrephus baumanni","0"
"Phyllastrephus cabanisi","0"
"Phyllastrephus cerviniventris","0"
"Phyllastrephus debilis","0"
"Phyllastrephus fischeri","0"
"Phyllastrephus flavostriatus","0"
"Phyllastrephus fulviventris","0"
"Phyllastrephus hypochloris","0"
"Phyllastrephus icterinus","0"
"Phyllastrephus lorenzi","0"
"Phyllastrephus poensis","0"
"Phyllastrephus poliocephalus","0"
"Phyllastrephus strepitans","0"
"Phyllastrephus terrestris","0"
"Phyllastrephus viridiceps","0"
"Phyllastrephus xavieri","0"
"Poliolophus urostictus","0"
"Pycnonotus aurigaster","0"
"Pycnonotus barbatus","0"
"Pycnonotus bimaculatus","0"
"Pycnonotus blanfordi","0"
"Pycnonotus brunneus","0"
"Pycnonotus cafer","2"
"Pycnonotus capensis","0"
"Pycnonotus cinereifrons","0"
"Pycnonotus davisoni","0"
"Pycnonotus finlaysoni","0"
"Pycnonotus flavescens","0"
"Pycnonotus goiavier","1"
"Pycnonotus jocosus","1"
"Pycnonotus leucogenys","0"
"Pycnonotus leucops","0"
"Pycnonotus leucotis","0"
"Pycnonotus luteolus","0"
"Pycnonotus nieuwenhuisii","0"
"Pycnonotus nigricans","0"
"Pycnonotus penicillatus","0"
"Pycnonotus plumosus","0"
"Pycnonotus pseudosimplex","0"
"Pycnonotus simplex","0"
"Pycnonotus sinensis","0"
"Pycnonotus snouckaerti","0"
"Pycnonotus taivanus","0"
"Pycnonotus tympanistrigus","0"
"Pycnonotus xantholaemus","0"
"Pycnonotus xanthopygos","1"
"Pycnonotus xanthorrhous","0"
"Pycnonotus zeylanicus","0"
"Pyrrhurus scandens","0"
"Rubigula dispar","0"
"Rubigula flaviventris","0"
"Rubigula gularis","0"
"Rubigula melanictera","0"
"Rubigula montis","0"
"Setornis criniger","0"
"Spizixos canifrons","0"
"Spizixos semitorques","0"
"Stelgidillas gracilirostris","0"
"Thescelocichla leucopleura","0"
"Tricholestes criniger","0"
"Regulus calendula","1"
"Regulus goodfellowi","0"
"Regulus ignicapilla","0"
"Regulus madeirensis","0"
"Regulus regulus","10"
"Regulus satrapa","0"
"Anthoscopus caroli","0"
"Anthoscopus flavifrons","0"
"Anthoscopus minutus","0"
"Anthoscopus musculus","0"
"Anthoscopus parvulus","0"
"Anthoscopus punctifrons","0"
"Anthoscopus sylviella","0"
"Auriparus flaviceps","0"
"Remiz consobrinus","0"
"Remiz coronatus","0"
"Remiz pendulinus","0"
"Rhagologus leucostigma","0"
"Acropternis orthonyx","0"
"Eleoscytalopus indigoticus","0"
"Eleoscytalopus psychopompus","0"
"Eugralla paradoxa","0"
"Liosceles thoracicus","0"
"Merulaxis ater","1"
"Merulaxis stresemanni","0"
"Myornis senilis","0"
"Psilorhamphus guttatus","0"
"Pteroptochos castaneus","0"
"Pteroptochos megapodius","0"
"Pteroptochos tarnii","0"
"Rhinocrypta lanceolata","0"
"Scelorchilus albicollis","0"
"Scelorchilus rubecula","0"
"Scytalopus acutirostris","0"
"Scytalopus affinis","0"
"Scytalopus altirostris","0"
"Scytalopus alvarezlopezi","0"
"Scytalopus argentifrons","0"
"Scytalopus atratus","0"
"Scytalopus bolivianus","0"
"Scytalopus canus","0"
"Scytalopus caracae","0"
"Scytalopus chocoensis","0"
"Scytalopus diamantinensis","0"
"Scytalopus femoralis","0"
"Scytalopus frankeae","0"
"Scytalopus fuscus","0"
"Scytalopus gettyae","0"
"Scytalopus gonzagai","0"
"Scytalopus griseicollis","0"
"Scytalopus iraiensis","0"
"Scytalopus krabbei","0"
"Scytalopus latebricola","0"
"Scytalopus latrans","0"
"Scytalopus macropus","0"
"Scytalopus magellanicus","0"
"Scytalopus meridanus","0"
"Scytalopus micropterus","0"
"Scytalopus novacapitalis","0"
"Scytalopus opacus","0"
"Scytalopus pachecoi","0"
"Scytalopus panamensis","0"
"Scytalopus parkeri","0"
"Scytalopus parvirostris","0"
"Scytalopus perijanus","0"
"Scytalopus petrophilus","0"
"Scytalopus robbinsi","0"
"Scytalopus rodriguezi","0"
"Scytalopus sanctaemartae","0"
"Scytalopus schulenbergi","0"
"Scytalopus simonsi","0"
"Scytalopus speluncae","0"
"Scytalopus spillmanni","0"
"Scytalopus stilesi","0"
"Scytalopus superciliaris","0"
"Scytalopus unicolor","0"
"Scytalopus urubambae","0"
"Scytalopus vicinior","0"
"Scytalopus whitneyi","0"
"Scytalopus zimmeri","0"
"Teledromas fuscus","0"
"Rhipidura albicollis","0"
"Rhipidura albiscapa","0"
"Rhipidura albiventris","0"
"Rhipidura albogularis","0"
"Rhipidura albolimbata","0"
"Rhipidura assimilis","0"
"Rhipidura atra","0"
"Rhipidura aureola","0"
"Rhipidura bouruensis","0"
"Rhipidura brachyrhyncha","0"
"Rhipidura cinerea","0"
"Rhipidura cockerelli","0"
"Rhipidura coultasi","0"
"Rhipidura cyaniceps","0"
"Rhipidura dahli","0"
"Rhipidura dedemi","0"
"Rhipidura diluta","0"
"Rhipidura drownei","0"
"Rhipidura dryas","0"
"Rhipidura euryura","0"
"Rhipidura fuliginosa","0"
"Rhipidura fuscorufa","0"
"Rhipidura habibiei","0"
"Rhipidura hoedti","0"
"Rhipidura hyperythra","0"
"Rhipidura isura","0"
"Rhipidura javanica","0"
"Rhipidura kordensis","0"
"Rhipidura kubaryi","0"
"Rhipidura layardi","0"
"Rhipidura lepida","0"
"Rhipidura leucophrys","0"
"Rhipidura leucothorax","0"
"Rhipidura maculipectus","0"
"Rhipidura malaitae","0"
"Rhipidura matthiae","0"
"Rhipidura melanolaema","0"
"Rhipidura nebulosa","0"
"Rhipidura nigritorquis","0"
"Rhipidura nigrocinnamomea","0"
"Rhipidura obiensis","0"
"Rhipidura ocularis","0"
"Rhipidura opistherythra","0"
"Rhipidura perlata","0"
"Rhipidura personata","0"
"Rhipidura phasiana","0"
"Rhipidura phoenicura","0"
"Rhipidura rennelliana","0"
"Rhipidura rufidorsa","0"
"Rhipidura rufifrons","1"
"Rhipidura rufilateralis","0"
"Rhipidura rufiventris","0"
"Rhipidura samarensis","0"
"Rhipidura sauli","0"
"Rhipidura semirubra","0"
"Rhipidura spilodera","0"
"Rhipidura superciliaris","0"
"Rhipidura superflua","0"
"Rhipidura tenebrosa","0"
"Rhipidura tenkatei","0"
"Rhipidura teysmanni","0"
"Rhipidura threnothorax","0"
"Rhipidura verreauxi","0"
"Rhodinocichla rosea","0"
"Sapayoa aenigma","0"
"Abroscopus albogularis","0"
"Abroscopus schisticeps","0"
"Abroscopus superciliaris","0"
"Cettia brunnifrons","0"
"Cettia castaneocoronata","0"
"Cettia cetti","2"
"Cettia major","0"
"Erythrocercus holochlorus","0"
"Erythrocercus livingstonei","0"
"Erythrocercus mccallii","0"
"Hemitesia neumanni","0"
"Hemitesia pallidipes","0"
"Horornis acanthizoides","0"
"Horornis annae","0"
"Horornis brunnescens","0"
"Horornis canturians","0"
"Horornis carolinae","0"
"Horornis diphone","0"
"Horornis flavolivaceus","0"
"Horornis fortipes","0"
"Horornis haddeni","0"
"Horornis parens","0"
"Horornis ruficapilla","0"
"Horornis seebohmi","0"
"Hylia prasina","0"
"Pholidornis rushiae","0"
"Phyllergates cucullatus","0"
"Phyllergates heterolaemus","0"
"Scotocerca inquieta","0"
"Tesia cyaniventer","0"
"Tesia everetti","0"
"Tesia olivea","0"
"Tesia superciliaris","0"
"Tickellia hodgsoni","0"
"Urosphena squameiceps","0"
"Urosphena subulata","0"
"Urosphena whiteheadi","0"
"Salpornis salvadori","0"
"Salpornis spilonota","0"
"Sitta arctica","0"
"Sitta azurea","0"
"Sitta canadensis","0"
"Sitta carolinensis","0"
"Sitta cashmirensis","0"
"Sitta castanea","0"
"Sitta cinnamoventris","0"
"Sitta europaea","5"
"Sitta formosa","0"
"Sitta frontalis","0"
"Sitta himalayensis","0"
"Sitta insularis","0"
"Sitta krueperi","0"
"Sitta ledanti","0"
"Sitta leucopsis","0"
"Sitta magna","0"
"Sitta nagaensis","0"
"Sitta neglecta","0"
"Sitta neumayer","0"
"Sitta oenochlamys","0"
"Sitta przewalskii","0"
"Sitta pusilla","0"
"Sitta pygmaea","3"
"Sitta solangiae","0"
"Sitta tephronota","0"
"Sitta victoriae","0"
"Sitta villosa","0"
"Sitta whiteheadi","0"
"Sitta yunnanensis","0"
"Tichodroma muraria","0"
"Spindalis dominicensis","1"
"Spindalis nigricephala","0"
"Spindalis portoricensis","0"
"Spindalis zena","1"
"Chelidorhynx hypoxanthus","0"
"Culicicapa ceylonensis","0"
"Culicicapa helianthea","0"
"Elminia albicauda","0"
"Elminia albiventris","0"
"Elminia albonotata","0"
"Elminia longicauda","0"
"Elminia nigromitrata","0"
"Stenostira scita","0"
"Acridotheres albocinctus","0"
"Acridotheres burmannicus","0"
"Acridotheres cinereus","0"
"Acridotheres cristatellus","0"
"Acridotheres fuscus","0"
"Acridotheres ginginianus","0"
"Acridotheres grandis","1"
"Acridotheres javanicus","1"
"Acridotheres leucocephalus","0"
"Acridotheres melanopterus","0"
"Acridotheres tertius","0"
"Acridotheres tricolor","0"
"Acridotheres tristis","18"
"Agropsar philippensis","0"
"Agropsar sturninus","1"
"Ampeliceps coronatus","0"
"Aplonis atrifusca","0"
"Aplonis brunneicapillus","0"
"Aplonis cantoroides","0"
"Aplonis cinerascens","0"
"Aplonis circumscripta","0"
"Aplonis crassa","0"
"Aplonis dichroa","0"
"Aplonis feadensis","0"
"Aplonis grandis","0"
"Aplonis insularis","0"
"Aplonis magna","0"
"Aplonis metallica","3"
"Aplonis minor","1"
"Aplonis mysolensis","0"
"Aplonis mystacea","0"
"Aplonis opaca","2"
"Aplonis panayensis","1"
"Aplonis pelzelni","0"
"Aplonis santovestris","0"
"Aplonis striata","0"
"Aplonis tabuensis","0"
"Aplonis zelandica","0"
"Basilornis celebensis","0"
"Basilornis corythaix","0"
"Basilornis galeatus","0"
"Cinnyricinclus leucogaster","0"
"Creatophora cinerea","1"
"Enodes erythrophris","0"
"Goodfellowia miranda","0"
"Gracula indica","0"
"Gracula ptilogenys","0"
"Gracula religiosa","0"
"Gracula robusta","0"
"Gracula venerata","0"
"Gracupica contra","1"
"Gracupica jalla","1"
"Gracupica nigricollis","0"
"Grafisia torquata","0"
"Hartlaubius auratus","0"
"Hylopsar cupreocauda","0"
"Hylopsar purpureiceps","0"
"Lamprotornis acuticaudus","1"
"Lamprotornis albicapillus","0"
"Lamprotornis australis","1"
"Lamprotornis benguelensis","0"
"Lamprotornis bicolor","0"
"Lamprotornis caudatus","0"
"Lamprotornis chalcurus","0"
"Lamprotornis chalybaeus","2"
"Lamprotornis chloropterus","1"
"Lamprotornis fischeri","0"
"Lamprotornis hildebrandti","0"
"Lamprotornis iris","1"
"Lamprotornis mevesii","1"
"Lamprotornis nitens","1"
"Lamprotornis ornatus","0"
"Lamprotornis pulcher","1"
"Lamprotornis purpureus","0"
"Lamprotornis purpuroptera","0"
"Lamprotornis regius","0"
"Lamprotornis shelleyi","0"
"Lamprotornis splendidus","0"
"Lamprotornis superbus","0"
"Lamprotornis unicolor","0"
"Lamprotornis violacior","0"
"Leucopsar rothschildi","2"
"Mino anais","0"
"Mino dumontii","0"
"Mino kreffti","0"
"Neocichla gutturalis","0"
"Notopholia corusca","0"
"Onychognathus albirostris","0"
"Onychognathus blythii","0"
"Onychognathus frater","0"
"Onychognathus fulgidus","0"
"Onychognathus morio","1"
"Onychognathus nabouroup","1"
"Onychognathus neumanni","0"
"Onychognathus salvadorii","0"
"Onychognathus tenuirostris","0"
"Onychognathus tristramii","0"
"Onychognathus walleri","0"
"Pastor roseus","2"
"Pholia sharpii","0"
"Poeoptera femoralis","0"
"Poeoptera kenricki","0"
"Poeoptera lugubris","0"
"Poeoptera stuhlmanni","0"
"Rhabdornis grandis","0"
"Rhabdornis inornatus","0"
"Rhabdornis mystacalis","0"
"Rhabdornis rabori","0"
"Sarcops calvus","0"
"Saroglossa spilopterus","0"
"Scissirostrum dubium","0"
"Speculipastor bicolor","0"
"Spodiopsar cineraceus","1"
"Spodiopsar sericeus","0"
"Streptocitta albertinae","0"
"Streptocitta albicollis","0"
"Streptocitta torquata","0"
"Sturnia erythropygia","0"
"Sturnia malabarica","0"
"Sturnia pagodarum","0"
"Sturnia sinensis","0"
"Sturnornis albofrontatus","0"
"Sturnus unicolor","1"
"Sturnus vulgaris","96"
"Chamaea fasciata","0"
"Chleuasicus atrosuperciliaris","0"
"Cholornis paradoxus","0"
"Cholornis unicolor","0"
"Chrysomma altirostre","0"
"Chrysomma sinense","0"
"Conostoma aemodium","0"
"Fulvetta cinereiceps","1"
"Fulvetta danisi","0"
"Fulvetta formosana","0"
"Fulvetta ludlowi","0"
"Fulvetta manipurensis","0"
"Fulvetta ruficapilla","0"
"Fulvetta striaticollis","0"
"Fulvetta vinipectus","1"
"Lioparus chrysotis","0"
"Moupinia poecilotis","0"
"Myzornis pyrrhoura","0"
"Neosuthora davidiana","0"
"Paradoxornis flavirostris","0"
"Paradoxornis guttaticollis","0"
"Paradoxornis heudei","0"
"Parophasma galinieri","0"
"Psittiparus bakeri","0"
"Psittiparus gularis","0"
"Psittiparus margaritae","0"
"Psittiparus ruficeps","0"
"Rhopophilus albosuperciliaris","0"
"Rhopophilus pekinensis","0"
"Sinosuthora alphonsiana","0"
"Sinosuthora brunnea","0"
"Sinosuthora conspicillata","0"
"Sinosuthora przewalskii","0"
"Sinosuthora ricketti","0"
"Sinosuthora webbiana","0"
"Sinosuthora zappeyi","0"
"Suthora fulvifrons","0"
"Suthora nipalensis","0"
"Suthora verreauxi","0"
"Sylvia abyssinica","0"
"Sylvia atricapilla","3"
"Sylvia atriceps","0"
"Sylvia balearica","0"
"Sylvia boehmi","0"
"Sylvia borin","1"
"Sylvia buryi","0"
"Sylvia cantillans","0"
"Sylvia communis","0"
"Sylvia conspicillata","0"
"Sylvia crassirostris","0"
"Sylvia curruca","0"
"Sylvia deserti","0"
"Sylvia deserticola","0"
"Sylvia dohrni","0"
"Sylvia hortensis","0"
"Sylvia layardi","0"
"Sylvia leucomelaena","0"
"Sylvia lugens","0"
"Sylvia melanocephala","0"
"Sylvia melanothorax","0"
"Sylvia mystacea","0"
"Sylvia nana","0"
"Sylvia nigricapillus","0"
"Sylvia nisoria","4"
"Sylvia ruppeli","0"
"Sylvia sarda","0"
"Sylvia subalpina","0"
"Sylvia subcoerulea","0"
"Sylvia undata","1"
"Teretistris fernandinae","0"
"Teretistris fornsi","0"
"Akletos goeldii","0"
"Akletos melanoceps","0"
"Ammonastes pelzelni","0"
"Ampelornis griseiceps","0"
"Aprositornis disjuncta","0"
"Batara cinerea","0"
"Biatas nigropectus","0"
"Cercomacra brasiliana","0"
"Cercomacra carbonaria","0"
"Cercomacra cinerascens","0"
"Cercomacra ferdinandi","0"
"Cercomacra manu","0"
"Cercomacra melanaria","0"
"Cercomacra nigricans","0"
"Cercomacroides fuscicauda","0"
"Cercomacroides laeta","0"
"Cercomacroides nigrescens","0"
"Cercomacroides parkeri","0"
"Cercomacroides serva","0"
"Cercomacroides tyrannina","0"
"Clytoctantes alixii","0"
"Clytoctantes atrogularis","0"
"Cymbilaimus lineatus","0"
"Cymbilaimus sanctaemariae","0"
"Dichrozona cincta","0"
"Drymophila caudata","0"
"Drymophila devillei","0"
"Drymophila ferruginea","0"
"Drymophila genei","0"
"Drymophila hellmayri","0"
"Drymophila klagesi","0"
"Drymophila malura","0"
"Drymophila ochropyga","0"
"Drymophila rubricollis","0"
"Drymophila squamata","0"
"Drymophila striaticeps","0"
"Dysithamnus leucostictus","0"
"Dysithamnus mentalis","0"
"Dysithamnus occidentalis","0"
"Dysithamnus plumbeus","0"
"Dysithamnus puncticeps","0"
"Dysithamnus stictothorax","0"
"Dysithamnus striaticeps","0"
"Dysithamnus xanthopterus","0"
"Epinecrophylla amazonica","0"
"Epinecrophylla erythrura","0"
"Epinecrophylla fulviventris","0"
"Epinecrophylla gutturalis","0"
"Epinecrophylla haematonota","0"
"Epinecrophylla hoffmannsi","0"
"Epinecrophylla leucophthalma","0"
"Epinecrophylla ornata","0"
"Epinecrophylla spodionota","0"
"Euchrepomis callinota","0"
"Euchrepomis humeralis","0"
"Euchrepomis sharpei","0"
"Euchrepomis spodioptila","0"
"Formicivora acutirostris","0"
"Formicivora erythronotos","0"
"Formicivora grantsaui","0"
"Formicivora grisea","0"
"Formicivora iheringi","0"
"Formicivora intermedia","0"
"Formicivora melanogaster","0"
"Formicivora paludicola","0"
"Formicivora rufa","0"
"Formicivora serrana","0"
"Frederickena unduliger","0"
"Frederickena viridis","0"
"Gymnocichla nudiceps","0"
"Gymnopithys bicolor","0"
"Gymnopithys leucaspis","0"
"Gymnopithys rufigula","0"
"Hafferia fortis","0"
"Hafferia immaculata","0"
"Hafferia zeledoni","0"
"Herpsilochmus atricapillus","0"
"Herpsilochmus axillaris","0"
"Herpsilochmus dorsimaculatus","0"
"Herpsilochmus dugandi","0"
"Herpsilochmus gentryi","0"
"Herpsilochmus longirostris","0"
"Herpsilochmus motacilloides","0"
"Herpsilochmus parkeri","0"
"Herpsilochmus pectoralis","0"
"Herpsilochmus pileatus","0"
"Herpsilochmus praedictus","0"
"Herpsilochmus roraimae","0"
"Herpsilochmus rufimarginatus","0"
"Herpsilochmus scapularis","0"
"Herpsilochmus sellowi","0"
"Herpsilochmus stictocephalus","0"
"Herpsilochmus sticturus","0"
"Herpsilochmus stotzi","0"
"Hylophylax naevioides","0"
"Hylophylax naevius","0"
"Hylophylax punctulatus","0"
"Hypocnemis cantator","0"
"Hypocnemis flavescens","0"
"Hypocnemis hypoxantha","0"
"Hypocnemis ochrogyna","0"
"Hypocnemis peruviana","1"
"Hypocnemis rondoni","0"
"Hypocnemis striata","0"
"Hypocnemis subflava","0"
"Hypocnemoides maculicauda","0"
"Hypocnemoides melanopogon","1"
"Hypoedaleus guttatus","0"
"Isleria guttata","0"
"Isleria hauxwelli","0"
"Mackenziaena leachii","0"
"Mackenziaena severa","0"
"Megastictus margaritatus","0"
"Microrhopias quixensis","0"
"Myrmeciza longipes","0"
"Myrmelastes brunneiceps","0"
"Myrmelastes caurensis","0"
"Myrmelastes humaythae","0"
"Myrmelastes hyperythrus","0"
"Myrmelastes leucostigma","0"
"Myrmelastes rufifacies","0"
"Myrmelastes saturatus","0"
"Myrmelastes schistaceus","0"
"Myrmoborus leucophrys","0"
"Myrmoborus lophotes","0"
"Myrmoborus lugubris","0"
"Myrmoborus melanurus","0"
"Myrmoborus myotherinus","0"
"Myrmochanes hemileucus","0"
"Myrmoderus eowilsoni","0"
"Myrmoderus ferrugineus","0"
"Myrmoderus loricatus","0"
"Myrmoderus ruficauda","0"
"Myrmoderus squamosus","0"
"Myrmophylax atrothorax","0"
"Myrmorchilus strigilatus","0"
"Myrmornis stictoptera","0"
"Myrmornis torquata","0"
"Myrmotherula ambigua","0"
"Myrmotherula assimilis","0"
"Myrmotherula axillaris","0"
"Myrmotherula behni","0"
"Myrmotherula brachyura","0"
"Myrmotherula cherriei","0"
"Myrmotherula grisea","0"
"Myrmotherula ignota","0"
"Myrmotherula iheringi","0"
"Myrmotherula klagesi","0"
"Myrmotherula longicauda","0"
"Myrmotherula longipennis","0"
"Myrmotherula luctuosa","0"
"Myrmotherula menetriesii","0"
"Myrmotherula minor","0"
"Myrmotherula multostriata","0"
"Myrmotherula pacifica","0"
"Myrmotherula schisticolor","0"
"Myrmotherula sclateri","0"
"Myrmotherula snowi","0"
"Myrmotherula sunensis","0"
"Myrmotherula surinamensis","0"
"Myrmotherula unicolor","0"
"Myrmotherula urosticta","0"
"Neoctantes niger","0"
"Oneillornis lunulatus","0"
"Oneillornis salvini","0"
"Percnostola arenarum","0"
"Percnostola rufifrons","0"
"Phaenostictus mcleannani","2"
"Phlegopsis borbae","0"
"Phlegopsis erythroptera","0"
"Phlegopsis nigromaculata","0"
"Pithys albifrons","0"
"Pithys castaneus","0"
"Poliocrania exsul","0"
"Poliocrania maculifer","0"
"Pygiptila stellaris","0"
"Pyriglena atra","0"
"Pyriglena leuconota","0"
"Pyriglena leucoptera","0"
"Rhegmatorhina berlepschi","0"
"Rhegmatorhina cristata","0"
"Rhegmatorhina gymnops","0"
"Rhegmatorhina hoffmannsi","0"
"Rhegmatorhina melanosticta","0"
"Rhopias gularis","0"
"Rhopornis ardesiacus","0"
"Sakesphorus canadensis","0"
"Sakesphorus cristatus","0"
"Sakesphorus luctuosus","0"
"Sakesphorus pulchellus","0"
"Sciaphylax castanea","0"
"Sciaphylax hemimelaena","0"
